54.5171794	9.5687993
50.1416626	8.4997944
50.8005685	6.7621244
53.5411726	10.0474204
53.1851294	8.687141
53.1691068	8.7021899
49.8044809	9.9274979
54.0906347	12.1231042
54.0906233	12.1231647
54.0896259	12.1227089
49.8559396	9.9554532
53.558697	10.0128167
53.556826	10.0104639
53.5568446	10.0104788
53.5582188	10.0125603
53.5580597	10.0122959
53.5593667	10.0141544
53.5593681	10.0141641
53.5593635	10.0141514
53.55733	10.0113383
53.5573351	10.0113213
53.5573178	10.0113246
53.5597403	10.0140744
53.5597366	10.0140689
53.5597375	10.0140821
51.9629478	7.6526982
54.3207796	10.1256041
54.3207734	10.1256138
54.3207774	10.1256136
54.3207851	10.1255968
54.3207889	10.1256004
54.3207903	10.1255915
51.4599065	7.0191122
51.4567253	7.0190797
51.4595565	7.0150085
51.459789	7.0162588
51.4524943	7.0276381
51.4513364	7.0324243
51.4569982	7.0066174
51.4578702	7.0075132
51.4591561	7.008149
51.4607249	7.0107227
51.4587443	7.0125906
51.4548548	7.1083588
51.4463325	7.0776794
51.4471618	7.0770041
51.4471929	7.0754406
51.444901	7.0754315
51.4454033	7.0750788
51.4982365	7.0081224
51.4992785	7.0080894
51.5110292	7.0309332
53.5601303	10.0204486
53.560126	10.0204545
53.5601261	10.0204434
53.5601224	10.0204397
53.5601192	10.0204468
53.5349715	10.0431776
53.5349764	10.0432078
53.5349651	10.0432473
53.534678	10.0457062
53.5346962	10.0457317
53.5346883	10.0457377
53.5346855	10.045723
53.5346824	10.0457323
53.5346751	10.0457162
53.5346727	10.0457256
53.5346891	10.0457592
53.5346867	10.0457686
53.5346836	10.0457545
53.5346812	10.0457639
53.5346764	10.0457598
53.5346735	10.0457471
53.5346715	10.0457558
53.5346687	10.0457431
53.5346667	10.0457525
53.5346851	10.0456794
53.5346851	10.0457015
53.5346828	10.0457102
53.5346804	10.0456975
53.5347091	10.0456867
53.5347031	10.0457062
53.534701	10.0457156
53.5347035	10.0456821
53.5347006	10.0456914
53.5346978	10.0457008
53.5346938	10.0457417
53.5346906	10.045727
53.5346954	10.0457109
53.5346926	10.0456968
53.5346902	10.0457055
53.5346926	10.0456747
53.5346898	10.0456854
53.5346879	10.04567
49.8770083	8.6595413
